image 4935/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-09-20-2024-4666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5442/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5179.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5443/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5180.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5444/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5181.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5445/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5182.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5446/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5183.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5447/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5184.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5448/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5185.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5449/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5186.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5450/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5187.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5451/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5188.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5452/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5189.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5453/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5190.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5454/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5191.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5455/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5192.JPG: 640x640 narrowleaf_cattail 0.98, none 0.01, phragmites 0.01, purple_loosestrife 0.00, 3.0ms
image 5456/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5193.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5457/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5194.JPG: 640x640 narrowleaf_cattail 0.90, none 0.04, phragmites 0.04, purple_loosestrife 0.01, 3.1ms
image 5458/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5195.JPG: 640x640 narrowleaf_cattail 0.94, none 0.06, phragmites 0.01, purple_loosestrife 0.00, 3.1ms
image 5459/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5196.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5460/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5197.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5461/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5198.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5462/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5199.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5463/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5200.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5464/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5201.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5465/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5202.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5466/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5203.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5467/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5204.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5468/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5205.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5469/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5206.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5470/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5207.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5471/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5208.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5472/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5209.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5473/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5210.JPG: 640x640 narrowleaf_cattail 0.99, none 0.01, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5474/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5211.JPG: 640x640 narrowleaf_cattail 0.99, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.1ms
image 5475/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5212.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5476/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-13-24-5213.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5477/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5214.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5478/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5215.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5479/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5216.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5480/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5217.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5481/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5218.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5482/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5219.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5483/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5220.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5484/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5221.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5485/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5222.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5486/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5223.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5487/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5224.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5488/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5225.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5489/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5226.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5490/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5227.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5491/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5228.JPG: 640x640 narrowleaf_cattail 0.87, phragmites 0.12, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5492/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5229.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5493/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5230.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5494/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5231.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5495/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5232.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5496/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5233.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5497/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5234.JPG: 640x640 purple_loosestrife 0.84, narrowleaf_cattail 0.16, phragmites 0.00, none 0.00, 3.0ms
image 5498/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5235.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5499/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5236.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5500/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5237.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5501/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5238.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5502/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5239.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.1ms
image 5503/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5240.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5504/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5241.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5505/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5242.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5506/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5243.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5507/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5244.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5508/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5245.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5509/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5246.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.0ms
image 5510/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5247.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.1ms
image 5511/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5248.JPG: 640x640 narrowleaf_cattail 1.00, purple_loosestrife 0.00, phragmites 0.00, none 0.00, 3.1ms
image 5512/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5249.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5513/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5250.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5514/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5251.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5515/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5252.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5516/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5253.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5517/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5254.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5518/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5255.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5519/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5256.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5520/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5257.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5521/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5258.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5522/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5259.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5523/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5260.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5524/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5261.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5525/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5262.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5526/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5263.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5527/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5264.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5528/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5265.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5529/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5266.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5530/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5267.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5531/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5268.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5532/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5269.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5533/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5270.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5534/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5271.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5535/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5272.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5536/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5273.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5537/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5274.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5538/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5275.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5539/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5276.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5540/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5277.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.9ms
image 5541/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5278.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5542/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5279.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5543/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5280.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5544/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5281.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5545/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5282.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5546/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5283.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.7ms
image 5547/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5284.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5548/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5285.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5549/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5286.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5550/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5287.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5551/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5288.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5552/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5289.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5553/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5290.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5554/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5291.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5555/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5292.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5556/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5293.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5557/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5294.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.3ms
image 5558/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5295.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5559/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5296.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5560/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5297.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5561/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5298.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5562/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-7-2-24-5299.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
